STATE OF ARIZONA REGISTRATION REPORT,,,,,,,,,,,,,,,,,,,
Coconino,,,,75,"6,959",,,51,,277,,70,,"3,978",,"7,973",,"19,308",
Gila,,,,39,910,,,1,,42,,33,,"2,020",,"1,817",,"4,823",
Graham,,,,2,276,,,0,,3,,0,,28,,115,,422,
Maricopa,,,,3,106,,,0,,0,,0,,12,,104,,222,
Mohave,,,,2,19,,,0,,0,,0,,11,,41,,71,
Navajo,,,,21,"2,979",,,1,,98,,44,,"3,861",,"3,930",,"10,913",
Pinal,,,,50,"3,882",,,20,,103,,31,,"4,271",,"6,616",,"14,923",
Yavapai,,,,57,"4,567",,,3,,357,,135,,"9,518",,"10,222",,"24,802",
Total:,,,,293,"20,983",,,80,,901,,318,,"24,534",,"31,847",,"78,663",
,,,,,,,,,,,,,,,,,,,
Congressional District 3,,,,,,,,,,,,,,,,,,,
Maricopa,,,,123,"35,406",,,114,,862,,383,,"12,505",,"44,406",,"93,676",
Total:,,,,123,"35,406",,,114,,862,,383,,"12,505",,"44,406",,"93,676",
,,,,,,,,,,,,,,,,,,,
Congressional District 4,,,,,,,,,,,,,,,,,,,
Maricopa,,,,146,"33,711",,,187,,"1,458",,603,,"26,373",,"54,973",,"117,305",
Total:,,,,146,"33,711",,,187,,"1,458",,603,,"26,373",,"54,973",,"117,305",
,,,,,,,,,,,,,,,,,,,
Congressional District 5,,,,,,,,,,,,,,,,,,,
Maricopa,,,,120,"14,684",,,60,,815,,204,,"23,075",,"27,535",,"66,373",
Pinal,,,,30,"2,553",,,22,,111,,19,,"4,269",,"4,803",,"11,777",
Total:,,,,150,"17,237",,,82,,926,,223,,"27,344",,"32,338",,"78,150",
,,,,,,,,,,,,,,,,,,,
Congressional District 6,,,,,,,,,,,,,,,,,,,
Cochise,,,,43,"2,031",,,20,,150,,16,,"4,009",,"4,621",,"10,847",
Graham,,,,21,388,,,1,,39,,4,,"1,218",,921,,"2,571",
Greenlee,,,,6,120,,,2,,4,,4,,226,,247,,603,
Pima,,,,155,"15,649",,,85,,578,,77,,"13,166",,"19,783",,"49,338",
Pinal,,,,25,"2,157",,,5,,67,,31,,"2,311",,"4,175",,"8,746",
Total:,,,,250,"20,345",,,113,,838,,132,,"20,930",,"29,747",,"72,105",
,,,,,,,,,,,,,,,,,,,
Congressional District 7,,,,,,,,,,,,,,,,,,,
Cochise,,,,12,714,,,3,,13,,6,,356,,880,,"1,972",
Maricopa,,,,23,"4,237",,,10,,116,,80,,"2,292",,"6,226",,"12,961",
Pima,,,,123,"14,882",,,93,,355,,53,,"6,970",,"16,944",,"39,297",
Pinal,,,,4,121,,,1,,5,,2,,193,,246,,568,
Santa Cruz,,,,24,873,,,2,,11,,10,,405,,745,,"2,046",
Yuma,,,,27,"2,585",,,6,,72,,30,,"1,821",,"4,552",,"9,066",
Total:,,,,213,"23,412",,,115,,572,,181,,"12,037",,"29,593",,"65,910",
,,,,,,,,,,,,,,,,,,,
Congressional District 8,,,,,,,,,,,,,,,,,,,
Maricopa,,,,173,"22,873",,,118,,"1,012",,370,,"28,615",,"42,579",,"95,567",
Total:,,,,173,"22,873",,,118,,"1,012",,370,,"28,615",,"42,579",,"95,567",
,,,,,,,,,,,,,,,,,,,
Congressional District 9,,,,,,,,,,,,,,,,,,,
La Paz,,,,11,477,,,3,,12,,2,,928,,782,,"2,204",
Maricopa,,,,112,"12,859",,,45,,620,,241,,"16,636",,"24,481",,"54,882",
Mohave,,,,22,"4,011",,,2,,227,,46,,"12,449",,"10,870",,"27,605",
Yuma,,,,20,"1,505",,,1,,94,,30,,"3,295",,"3,676",,"8,601",
Total:,,,,165,"18,852",,,51,,953,,319,,"33,308",,"39,809",,"93,292",
,,,,,,,,,,,,,,,,,,,
Legislative District 1,,,,,,,,,,,,,,,,,,,
Coconino,,,,1,107,,,0,,7,,1,,74,,157,,346,
Yavapai,,,,54,"4,556",,,3,,355,,135,,"9,475",,"10,181",,"24,705",
Total:,,,,55,"4,663",,,3,,362,,136,,"9,549",,"10,338",,"25,051",
,,,,,,,,,,,,,,,,,,,
Legislative District 2,,,,,,,,,,,,,,,,,,,
Maricopa,,,,48,"8,213",,,34,,447,,133,,"8,584",,"16,282",,"33,693",
Total:,,,,48,"8,213",,,34,,447,,133,,"8,584",,"16,282",,"33,693",
,,,,,,,,,,,,,,,,,,,
Legislative District 3,,,,,,,,,,,,,,,,,,,
Maricopa,,,,58,"5,200",,,19,,269,,46,,"10,687",,"10,420",,"26,641",
Total:,,,,58,"5,200",,,19,,269,,46,,"10,687",,"10,420",,"26,641",
,,,,,,,,,,,,,,,,,,,
Legislative District 4,,,,,,,,,,,,,,,,,,,
Maricopa,,,,70,"8,181",,,38,,374,,120,,"10,447",,"13,987",,"33,147",
Total:,,,,70,"8,181",,,38,,374,,120,,"10,447",,"13,987",,"33,147",
,,,,,,,,,,,,,,,,,,,
Legislative District 5,,,,,,,,,,,,,,,,,,,
Maricopa,,,,54,"14,824",,,63,,482,,172,,"6,456",,"18,080",,"40,077",
Total:,,,,54,"14,824",,,63,,482,,172,,"6,456",,"18,080",,"40,077",
,,,,,,,,,,,,,,,,,,,
Legislative District 6,,,,,,,,,,,,,,,,,,,
Apache,,,,44,"1,285",,,4,,21,,5,,835,,"1,029",,"3,179",
Coconino,,,,49,"3,558",,,29,,135,,33,,"2,014",,"3,943",,"9,712",
Gila,,,,3,199,,,0,,0,,2,,28,,111,,340,
Graham,,,,2,276,,,0,,3,,0,,28,,115,,422,
Mohave,,,,2,19,,,0,,0,,0,,11,,41,,71,
Navajo,,,,11,"2,199",,,0,,33,,14,,786,,"1,788",,"4,820",
Pinal,,,,1,0,,,0,,0,,0,,0,,0,,0,
Total:,,,,112,"7,536",,,33,,192,,54,,"3,702",,"7,027",,"18,544",
,,,,,,,,,,,,,,,,,,,
Legislative District 7,,,,,,,,,,,,,,,,,,,
Coconino,,,,25,"3,294",,,22,,135,,36,,"1,890",,"3,873",,"9,250",
Gila,,,,36,711,,,1,,42,,31,,"1,992",,"1,706",,"4,483",
Navajo,,,,10,780,,,1,,65,,30,,"3,075",,"2,142",,"6,093",
Pinal,,,,27,"1,456",,,7,,39,,17,,"2,211",,"2,740",,"6,470",
Total:,,,,98,"6,241",,,31,,281,,114,,"9,168",,"10,461",,"26,296",
,,,,,,,,,,,,,,,,,,,
Legislative District 8,,,,,,,,,,,,,,,,,,,
Maricopa,,,,57,"15,524",,,99,,622,,287,,"9,326",,"23,921",,"49,779",
Total:,,,,57,"15,524",,,99,,622,,287,,"9,326",,"23,921",,"49,779",
,,,,,,,,,,,,,,,,,,,
Legislative District 9,,,,,,,,,,,,,,,,,,,
Maricopa,,,,39,"9,070",,,46,,439,,172,,"7,624",,"16,745",,"34,096",
Total:,,,,39,"9,070",,,46,,439,,172,,"7,624",,"16,745",,"34,096",
,,,,,,,,,,,,,,,,,,,
Legislative District 10,,,,,,,,,,,,,,,,,,,
Maricopa,,,,43,"5,914",,,28,,326,,90,,"9,426",,"12,083",,"27,867",
Pinal,,,,3,182,,,3,,6,,1,,310,,485,,987,
Total:,,,,46,"6,096",,,31,,332,,91,,"9,736",,"12,568",,"28,854",
,,,,,,,,,,,,,,,,,,,
Legislative District 11,,,,,,,,,,,,,,,,,,,
Maricopa,,,,37,"10,639",,,26,,248,,94,,"3,693",,"12,628",,"27,328",
Total:,,,,37,"10,639",,,26,,248,,94,,"3,693",,"12,628",,"27,328",
,,,,,,,,,,,,,,,,,,,
Legislative District 12,,,,,,,,,,,,,,,,,,,
Maricopa,,,,48,"9,973",,,52,,408,,165,,"6,931",,"14,613",,"32,142",
Total:,,,,48,"9,973",,,52,,408,,165,,"6,931",,"14,613",,"32,142",
,,,,,,,,,,,,,,,,,,,
Legislative District 13,,,,,,,,,,,,,,,,,,,
Maricopa,,,,45,"7,107",,,32,,313,,104,,"7,407",,"11,311",,"26,274",
Total:,,,,45,"7,107",,,32,,313,,104,,"7,407",,"11,311",,"26,274",
,,,,,,,,,,,,,,,,,,,
Legislative District 14,,,,,,,,,,,,,,,,,,,
Maricopa,,,,44,"5,448",,,18,,319,,76,,"9,018",,"10,354",,"25,233",
Total:,,,,44,"5,448",,,18,,319,,76,,"9,018",,"10,354",,"25,233",
,,,,,,,,,,,,,,,,,,,
Legislative District 15,,,,,,,,,,,,,,,,,,,
Maricopa,,,,26,"2,300",,,12,,136,,32,,"4,866",,"4,777",,"12,123",
Pinal,,,,19,"1,809",,,16,,89,,9,,"2,929",,"2,989",,"7,841",
Total:,,,,45,"4,109",,,28,,225,,41,,"7,795",,"7,766",,"19,964",
,,,,,,,,,,,,,,,,,,,
Legislative District 16,,,,,,,,,,,,,,,,,,,
Maricopa,,,,2,104,,,0,,0,,0,,11,,101,,216,
Pima,,,,17,640,,,9,,26,,1,,661,,875,,"2,212",
Pinal,,,,53,"5,012",,,21,,149,,56,,"5,227",,"9,305",,"19,770",
Total:,,,,72,"5,756",,,30,,175,,57,,"5,899",,"10,281",,"22,198",
,,,,,,,,,,,,,,,,,,,
Legislative District 17,,,,,,,,,,,,,,,,,,,
Pima,,,,63,"4,516",,,23,,203,,19,,"5,336",,"6,426",,"16,523",
Pinal,,,,5,242,,,1,,3,,0,,367,,308,,921,
Total:,,,,68,"4,758",,,24,,206,,19,,"5,703",,"6,734",,"17,444",
,,,,,,,,,,,,,,,,,,,
Legislative District 18,,,,,,,,,,,,,,,,,,,
Pima,,,,65,"8,689",,,58,,276,,45,,"5,262",,"9,697",,"24,027",
Total:,,,,65,"8,689",,,58,,276,,45,,"5,262",,"9,697",,"24,027",
,,,,,,,,,,,,,,,,,,,
Legislative District 19,,,,,,,,,,,,,,,,,,,
Cochise,,,,48,"2,504",,,21,,155,,18,,"4,192",,"5,174",,"12,064",
Graham,,,,21,388,,,1,,39,,4,,"1,218",,921,,"2,571",
Greenlee,,,,6,120,,,2,,4,,4,,226,,247,,603,
Pima,,,,17,"1,275",,,2,,49,,4,,"1,827",,"1,925",,"5,082",
Santa Cruz,,,,3,71,,,0,,1,,2,,75,,62,,211,
Total:,,,,95,"4,358",,,26,,248,,32,,"7,538",,"8,329",,"20,531",
,,,,,,,,,,,,,,,,,,,
Legislative District 20,,,,,,,,,,,,,,,,,,,
Pima,,,,56,"9,387",,,55,,205,,34,,"3,264",,"9,681",,"22,626",
Total:,,,,56,"9,387",,,55,,205,,34,,"3,264",,"9,681",,"22,626",
,,,,,,,,,,,,,,,,,,,
Legislative District 21,,,,,,,,,,,,,,,,,,,
Cochise,,,,7,241,,,2,,8,,4,,173,,327,,755,
Pima,,,,42,"5,154",,,28,,154,,24,,"3,315",,"7,076",,"15,751",
Santa Cruz,,,,21,802,,,2,,10,,8,,330,,683,,"1,835",
Total:,,,,70,"6,197",,,32,,172,,36,,"3,818",,"8,086",,"18,341",
,,,,,,,,,,,,,,,,,,,
Legislative District 22,,,,,,,,,,,,,,,,,,,
Maricopa,,,,40,"9,060",,,23,,248,,158,,"4,189",,"12,794",,"26,472",
Total:,,,,40,"9,060",,,23,,248,,158,,"4,189",,"12,794",,"26,472",
,,,,,,,,,,,,,,,,,,,
Legislative District 23,,,,,,,,,,,,,,,,,,,
Maricopa,,,,20,"1,963",,,8,,90,,44,,"2,266",,"3,569",,"7,940",
Pima,,,,18,870,,,3,,20,,3,,471,,"1,047",,"2,414",
Pinal,,,,1,12,,,0,,0,,0,,0,,13,,25,
Yuma,,,,26,"2,510",,,6,,71,,30,,"1,763",,"4,437",,"8,817",
Total:,,,,65,"5,355",,,17,,181,,77,,"4,500",,"9,066",,"19,196",
,,,,,,,,,,,,,,,,,,,
Legislative District 24,,,,,,,,,,,,,,,,,,,
Maricopa,,,,38,"8,187",,,33,,210,,91,,"4,023",,"12,361",,"24,905",
Total:,,,,38,"8,187",,,33,,210,,91,,"4,023",,"12,361",,"24,905",
,,,,,,,,,,,,,,,,,,,
Legislative District 25,,,,,,,,,,,,,,,,,,,
Maricopa,,,,44,"3,586",,,10,,161,,57,,"5,708",,"7,432",,"16,954",
Yuma,,,,21,"1,580",,,1,,95,,30,,"3,353",,"3,791",,"8,850",
Total:,,,,65,"5,166",,,11,,256,,87,,"9,061",,"11,223",,"25,804",
,,,,,,,,,,,,,,,,,,,
Legislative District 26,,,,,,,,,,,,,,,,,,,
Maricopa,,,,34,"8,649",,,34,,215,,111,,"3,896",,"12,905",,"25,810",
Total:,,,,34,"8,649",,,34,,215,,111,,"3,896",,"12,905",,"25,810",
,,,,,,,,,,,,,,,,,,,
Legislative District 27,,,,,,,,,,,,,,,,,,,
Maricopa,,,,51,"7,749",,,45,,376,,158,,"8,527",,"14,217",,"31,072",
Total:,,,,51,"7,749",,,45,,376,,158,,"8,527",,"14,217",,"31,072",
,,,,,,,,,,,,,,,,,,,
Legislative District 28,,,,,,,,,,,,,,,,,,,
Maricopa,,,,59,"4,219",,,19,,169,,57,,"8,774",,"7,717",,"20,955",
Total:,,,,59,"4,219",,,19,,169,,57,,"8,774",,"7,717",,"20,955",
,,,,,,,,,,,,,,,,,,,
Legislative District 29,,,,,,,,,,,,,,,,,,,
Maricopa,,,,47,"6,246",,,26,,328,,102,,"8,448",,"11,886",,"27,036",
Total:,,,,47,"6,246",,,26,,328,,102,,"8,448",,"11,886",,"27,036",
,,,,,,,,,,,,,,,,,,,
Legislative District 30,,,,,,,,,,,,,,,,,,,
La Paz,,,,11,477,,,3,,12,,2,,928,,782,,"2,204",
Maricopa,,,,2,173,,,1,,6,,4,,468,,434,,"1,086",
Mohave,,,,22,"4,011",,,2,,227,,46,,"12,449",,"10,870",,"27,605",
Yavapai,,,,3,11,,,0,,2,,0,,43,,41,,97,
Total:,,,,38,"4,672",,,6,,247,,52,,"13,888",,"12,127",,"30,992",
,,,,,,,,,,,,,,,,,,,
State Total:,,,,1719,"221,272",,,992,,"8,825",,"2,921",,"216,913",,"353,605",,"804,528",
