"County","Muni","HINDI","ward","WardCode","VoterCount"
"BROWN COUNTY","TOWN OF LEDGEVIEW - BROWN COUNTY","05025","Town Of Ledgeview - Ward 11","WD-011","668"
"BROWN COUNTY","TOWN OF LEDGEVIEW - BROWN COUNTY","05025","Town of Ledgeview - Ward 2","WD-002","408"
"BROWN COUNTY","TOWN OF LEDGEVIEW - BROWN COUNTY","05025","Town of Ledgeview - Ward 3","WD-003","376"
"BROWN COUNTY","TOWN OF LEDGEVIEW - BROWN COUNTY","05025","Town of Ledgeview - Ward 4","WD-004","718"
"BROWN COUNTY","TOWN OF LEDGEVIEW - BROWN COUNTY","05025","Town of Ledgeview - Ward 5","WD-005","549"
"BROWN COUNTY","TOWN OF LEDGEVIEW - BROWN COUNTY","05025","Town of Ledgeview - Ward 6","WD-006","481"
"BROWN COUNTY","TOWN OF LEDGEVIEW - BROWN COUNTY","05025","Town of Ledgeview - Ward 7","WD-007","635"
"BROWN COUNTY","TOWN OF LEDGEVIEW - BROWN COUNTY","05025","Town of Ledgeview - Ward 8","WD-008","660"
"BROWN COUNTY","TOWN OF LEDGEVIEW - BROWN COUNTY","05025","Town of Ledgeview - Ward 9","WD-009","397"
"BROWN COUNTY","TOWN OF MORRISON - BROWN COUNTY","05026","Town of Morrison - Ward 1","WD-001","434"
"BROWN COUNTY","TOWN OF MORRISON - BROWN COUNTY","05026","Town of Morrison - Ward 2","WD-002","575"
"BROWN COUNTY","TOWN OF NEW DENMARK - BROWN COUNTY","05028","Town of New Denmark - Ward 1","WD-001","287"
"BROWN COUNTY","TOWN OF NEW DENMARK - BROWN COUNTY","05028","Town of New Denmark - Ward 2","WD-002","349"
"BROWN COUNTY","TOWN OF NEW DENMARK - BROWN COUNTY","05028","Town of New Denmark - Ward 3","WD-003","408"
"BROWN COUNTY","TOWN OF PITTSFIELD - BROWN COUNTY","05030","Town of Pittsfield - Ward 1","WD-001","618"
"BROWN COUNTY","TOWN OF PITTSFIELD - BROWN COUNTY","05030","Town of Pittsfield - Ward 2","WD-002","618"
"BROWN COUNTY","TOWN OF PITTSFIELD - BROWN COUNTY","05030","Town of Pittsfield - Ward 3","WD-003","687"
"BROWN COUNTY","TOWN OF ROCKLAND - BROWN COUNTY","05034","Town of Rockland - Ward 1","WD-001","484"
"BROWN COUNTY","TOWN OF ROCKLAND - BROWN COUNTY","05034","Town of Rockland - Ward 2","WD-002","337"
"BROWN COUNTY","TOWN OF ROCKLAND - BROWN COUNTY","05034","Town of Rockland - Ward 3","WD-003","419"
"BROWN COUNTY","TOWN OF SCOTT - BROWN COUNTY","05036","Town of Scott - Ward 1","WD-001","600"
"BROWN COUNTY","TOWN OF SCOTT - BROWN COUNTY","05036","Town of Scott - Ward 2","WD-002","622"
"BROWN COUNTY","TOWN OF SCOTT - BROWN COUNTY","05036","Town of Scott - Ward 3","WD-003","574"
"BROWN COUNTY","TOWN OF SCOTT - BROWN COUNTY","05036","Town of Scott - Ward 4","WD-004","719"
"BROWN COUNTY","TOWN OF WRIGHTSTOWN - BROWN COUNTY","05040","Town of Wrightstown - Ward 1","WD-001","359"
"BROWN COUNTY","TOWN OF WRIGHTSTOWN - BROWN COUNTY","05040","Town of Wrightstown - Ward 2","WD-002","405"
"BROWN COUNTY","TOWN OF WRIGHTSTOWN - BROWN COUNTY","05040","Town of Wrightstown - Ward 3","WD-003","353"
"BROWN COUNTY","TOWN OF WRIGHTSTOWN - BROWN COUNTY","05040","Town Of Wrightstown - Ward 4","WD-004","504"
"BROWN COUNTY","VILLAGE OF ALLOUEZ - BROWN COUNTY","05102","Village of Allouez - Ward 1","WD-001","816"
"BROWN COUNTY","VILLAGE OF ALLOUEZ - BROWN COUNTY","05102","Village of Allouez - Ward 2","WD-002","808"
"BROWN COUNTY","VILLAGE OF ALLOUEZ - BROWN COUNTY","05102","Village of Allouez - Ward 3","WD-003","888"
"BROWN COUNTY","VILLAGE OF ALLOUEZ - BROWN COUNTY","05102","Village of Allouez - Ward 4","WD-004","1373"
"BROWN COUNTY","VILLAGE OF ALLOUEZ - BROWN COUNTY","05102","Village of Allouez - Ward 5","WD-005","1034"
"BROWN COUNTY","VILLAGE OF ALLOUEZ - BROWN COUNTY","05102","Village of Allouez - Ward 6","WD-006","1309"
"BROWN COUNTY","VILLAGE OF ALLOUEZ - BROWN COUNTY","05102","Village of Allouez - Ward 7","WD-007","845"
"BROWN COUNTY","VILLAGE OF ALLOUEZ - BROWN COUNTY","05102","Village of Allouez - Ward 8","WD-008","1096"
"BROWN COUNTY","VILLAGE OF ASHWAUBENON - BROWN COUNTY","05104","Village of Ashwaubenon - Ward 1","WD-001","698"
"BROWN COUNTY","VILLAGE OF ASHWAUBENON - BROWN COUNTY","05104","Village of Ashwaubenon - Ward 10","WD-010","937"
"BROWN COUNTY","VILLAGE OF ASHWAUBENON - BROWN COUNTY","05104","Village of Ashwaubenon - Ward 11","WD-011","903"
"BROWN COUNTY","VILLAGE OF ASHWAUBENON - BROWN COUNTY","05104","Village of Ashwaubenon - Ward 12","WD-012","944"
"BROWN COUNTY","VILLAGE OF ASHWAUBENON - BROWN COUNTY","05104","Village of Ashwaubenon - Ward 2","WD-002","675"
"BROWN COUNTY","VILLAGE OF ASHWAUBENON - BROWN COUNTY","05104","Village of Ashwaubenon - Ward 3","WD-003","528"
"BROWN COUNTY","VILLAGE OF ASHWAUBENON - BROWN COUNTY","05104","Village of Ashwaubenon - Ward 4","WD-004","709"
"BROWN COUNTY","VILLAGE OF ASHWAUBENON - BROWN COUNTY","05104","Village of Ashwaubenon - Ward 5","WD-005","730"
"BROWN COUNTY","VILLAGE OF ASHWAUBENON - BROWN COUNTY","05104","Village of Ashwaubenon - Ward 6","WD-006","884"
"BROWN COUNTY","VILLAGE OF ASHWAUBENON - BROWN COUNTY","05104","Village of Ashwaubenon - Ward 7","WD-007","887"
"BROWN COUNTY","VILLAGE OF ASHWAUBENON - BROWN COUNTY","05104","Village of Ashwaubenon - Ward 8","WD-008","900"
"BROWN COUNTY","VILLAGE OF ASHWAUBENON - BROWN COUNTY","05104","Village of Ashwaubenon - Ward 9","WD-009","993"
"BROWN COUNTY","VILLAGE OF BELLEVUE - BROWN COUNTY","05106","Village of Bellevue - Ward 1","WD-001","609"
"BROWN COUNTY","VILLAGE OF BELLEVUE - BROWN COUNTY","05106","Village of Bellevue - Ward 10","WD-010","1286"
"BROWN COUNTY","VILLAGE OF BELLEVUE - BROWN COUNTY","05106","Village of Bellevue - Ward 2","WD-002","542"
"BROWN COUNTY","VILLAGE OF BELLEVUE - BROWN COUNTY","05106","Village of Bellevue - Ward 3","WD-003","547"
"BROWN COUNTY","VILLAGE OF BELLEVUE - BROWN COUNTY","05106","Village of Bellevue - Ward 4","WD-004","695"
"BROWN COUNTY","VILLAGE OF BELLEVUE - BROWN COUNTY","05106","Village of Bellevue - Ward 5","WD-005","846"
"BROWN COUNTY","VILLAGE OF BELLEVUE - BROWN COUNTY","05106","Village of Bellevue - Ward 6","WD-006","1110"
"BROWN COUNTY","VILLAGE OF BELLEVUE - BROWN COUNTY","05106","Village of Bellevue - Ward 7","WD-007","980"
"BROWN COUNTY","VILLAGE OF BELLEVUE - BROWN COUNTY","05106","Village of Bellevue - Ward 8","WD-008","1253"
"BROWN COUNTY","VILLAGE OF BELLEVUE - BROWN COUNTY","05106","Village of Bellevue - Ward 9","WD-009","1010"
"BROWN COUNTY","VILLAGE OF DENMARK - BROWN COUNTY","05116","Village of Denmark - Ward 1","WD-001","574"
"BROWN COUNTY","VILLAGE OF DENMARK - BROWN COUNTY","05116","Village of Denmark - Ward 2","WD-002","336"
"BROWN COUNTY","VILLAGE OF DENMARK - BROWN COUNTY","05116","Village of Denmark - Ward 3","WD-003","428"
"BROWN COUNTY","VILLAGE OF HOBART - BROWN COUNTY","05126","Village of Hobart - Ward 1","WD-001","768"
"BROWN COUNTY","VILLAGE OF HOBART - BROWN COUNTY","05126","Village Of Hobart - Ward 10","WD-010","405"
"BROWN COUNTY","VILLAGE OF HOBART - BROWN COUNTY","05126","Village Of Hobart - Ward 11","WD-011","609"
"BROWN COUNTY","VILLAGE OF HOBART - BROWN COUNTY","05126","Village of Hobart - Ward 2","WD-002","610"
"BROWN COUNTY","VILLAGE OF HOBART - BROWN COUNTY","05126","Village of Hobart - Ward 3","WD-003","380"
"BROWN COUNTY","VILLAGE OF HOBART - BROWN COUNTY","05126","Village of Hobart - Ward 4","WD-004","418"
"BROWN COUNTY","VILLAGE OF HOBART - BROWN COUNTY","05126","Village of Hobart - Ward 5","WD-005","744"
"BROWN COUNTY","VILLAGE OF HOBART - BROWN COUNTY","05126","Village of Hobart - Ward 6","WD-006","684"
"BROWN COUNTY","VILLAGE OF HOBART - BROWN COUNTY","05126","Village of Hobart - Ward 7","WD-007","655"
"BROWN COUNTY","VILLAGE OF HOBART - BROWN COUNTY","05126","Village of Hobart - Ward 8","WD-008","454"
"BROWN COUNTY","VILLAGE OF HOBART - BROWN COUNTY","05126","Village of Hobart - Ward 9","WD-009","519"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 1","WD-001","627"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 10","WD-010","783"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 11","WD-011","534"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 12","WD-012","656"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 13","WD-013","786"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 14","WD-014","648"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 15","WD-015","666"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 16","WD-016","1138"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 17","WD-017","726"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 18","WD-018","550"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village Of Howard - Ward 19","WD-019","397"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 2","WD-002","668"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village Of Howard - Ward 21","WD-021","249"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village Of Howard - Ward 22","WD-022","5"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 3","WD-003","423"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 4","WD-004","475"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 5","WD-005","538"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 6","WD-006","615"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 7","WD-007","728"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 8","WD-008","784"
"BROWN COUNTY","VILLAGE OF HOWARD - MULTIPLE COUNTIES","05136","Village of Howard - Ward 9","WD-009","450"
"BROWN COUNTY","VILLAGE OF PULASKI - MULTIPLE COUNTIES","05171","Village of Pulaski - Ward 1","WD-001","506"
"BROWN COUNTY","VILLAGE OF PULASKI - MULTIPLE COUNTIES","05171","Village of Pulaski - Ward 2","WD-002","548"
"BROWN COUNTY","VILLAGE OF PULASKI - MULTIPLE COUNTIES","05171","Village of Pulaski - Ward 3","WD-003","533"
"BROWN COUNTY","VILLAGE OF PULASKI - MULTIPLE COUNTIES","05171","Village of Pulaski - Ward 6","WD-006","506"
"BROWN COUNTY","VILLAGE OF SUAMICO - BROWN COUNTY","05178","Village of Suamico - Ward 1","WD-001","935"
"BROWN COUNTY","VILLAGE OF SUAMICO - BROWN COUNTY","05178","Village of Suamico - Ward 2","WD-002","784"
"BROWN COUNTY","VILLAGE OF SUAMICO - BROWN COUNTY","05178","Village of Suamico - Ward 3","WD-003","807"
"BROWN COUNTY","VILLAGE OF SUAMICO - BROWN COUNTY","05178","Village of Suamico - Ward 4","WD-004","1248"
"BROWN COUNTY","VILLAGE OF SUAMICO - BROWN COUNTY","05178","Village of Suamico - Ward 5","WD-005","1368"
"BROWN COUNTY","VILLAGE OF SUAMICO - BROWN COUNTY","05178","Village of Suamico - Ward 6","WD-006","763"
"BROWN COUNTY","VILLAGE OF SUAMICO - BROWN COUNTY","05178","Village of Suamico - Ward 7","WD-007","834"
"BROWN COUNTY","VILLAGE OF SUAMICO - BROWN COUNTY","05178","Village of Suamico - Ward 8","WD-008","1024"
"BROWN COUNTY","VILLAGE OF SUAMICO - BROWN COUNTY","05178","Village Of Suamico - Ward 9","WD-009","735"
"BROWN COUNTY","VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES","05191","Village of Wrightstown - Ward 1","WD-001","477"
"BROWN COUNTY","VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES","05191","Village of Wrightstown - Ward 2","WD-002","541"
"BROWN COUNTY","VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES","05191","Village of Wrightstown - Ward 3","WD-003","620"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 1","WD-001","952"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 10","WD-010","343"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 11","WD-011","365"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 12","WD-012","359"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 13","WD-013","508"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 14","WD-014","476"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 15","WD-015","575"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 16","WD-016","264"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 17","WD-017","616"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 18","WD-018","711"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City Of De Pere - Ward 19","WD-019","426"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 2","WD-002","966"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City Of De Pere - Ward 20","WD-020","601"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City Of De Pere - Ward 21","WD-021","373"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City Of De Pere - Ward 22","WD-022","872"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City Of De Pere - Ward 23","WD-023","511"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 3","WD-003","878"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 4","WD-004","1178"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 5","WD-005","361"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 6","WD-006","829"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 7","WD-007","832"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 8","WD-008","1218"
"BROWN COUNTY","CITY OF DE PERE - BROWN COUNTY","05216","City of De Pere - Ward 9","WD-009","930"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 1","WD-001","15"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 10","WD-010","725"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City Of Green Bay - Ward 10a","WD-10A","301"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 11","WD-011","971"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City Of Green Bay - Ward 11a","WD-11A","6"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 12","WD-012","551"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 13","WD-013","976"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 14","WD-014","1347"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 15","WD-015","1485"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 16","WD-016","1219"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 17","WD-017","791"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 18","WD-018","867"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 19","WD-019","848"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City Of Green Bay - Ward 19a","WD-19A","22"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 2","WD-002","1793"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 20","WD-020","776"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City Of Green Bay - Ward 20a","WD-20A","385"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 21","WD-021","867"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 22","WD-022","721"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 23","WD-023","206"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 24","WD-024","299"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 25","WD-025","791"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 26","WD-026","906"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 27","WD-027","883"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 28","WD-028","1092"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 29","WD-029","636"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 3","WD-003","741"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 30","WD-030","492"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 31","WD-031","711"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City Of Green Bay - Ward 31a","WD-31A","466"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 32","WD-032","748"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City Of Green Bay - Ward 32a","WD-32A","206"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City Of Green Bay - Ward 32b","WD-32B","188"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 33","WD-033","551"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 34","WD-034","958"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 35","WD-035","970"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 36","WD-036","1265"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 37","WD-037","1264"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 38","WD-038","1432"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 39","WD-039","778"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City Of Green Bay - Ward 39a","WD-39A","118"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 4","WD-004","1155"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 40","WD-040","841"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 41","WD-041","765"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 42","WD-042","1549"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City Of Green Bay - Ward 42a","WD-42A","123"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 43","WD-043","1364"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 44","WD-044","512"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 45","WD-045","1761"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 46","WD-046","1432"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 47","WD-047","2051"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City Of Green Bay - Ward 4a","WD-04A","8"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 5","WD-005","1047"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 6","WD-006","1853"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 7","WD-007","1940"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 8","WD-008","1255"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City Of Green Bay - Ward 8a","WD-08A","187"
"BROWN COUNTY","CITY OF GREEN BAY - BROWN COUNTY","05231","City of Green Bay - Ward 9","WD-009","875"
"BUFFALO COUNTY","TOWN OF ALMA - BUFFALO COUNTY","06002","Town of Alma - Ward 1","WD-001","180"
"BUFFALO COUNTY","TOWN OF BELVIDERE - BUFFALO COUNTY","06004","Town of Belvidere - Ward 1","WD-001","295"
"BUFFALO COUNTY","TOWN OF BUFFALO - BUFFALO COUNTY","06006","Town of Buffalo - Ward 1","WD-001","517"
"BUFFALO COUNTY","TOWN OF CANTON - BUFFALO COUNTY","06008","Town of Canton - Ward 1","WD-001","183"
"BUFFALO COUNTY","TOWN OF CROSS - BUFFALO COUNTY","06010","Town of Cross - Ward 1","WD-001","247"
"BUFFALO COUNTY","TOWN OF DOVER - BUFFALO COUNTY","06012","Town of Dover - Ward 1","WD-001","270"
"BUFFALO COUNTY","TOWN OF GILMANTON - BUFFALO COUNTY","06014","Town of Gilmanton - Ward 1","WD-001","272"
"BUFFALO COUNTY","TOWN OF GLENCOE - BUFFALO COUNTY","06016","Town of Glencoe - Ward 1","WD-001","250"
"BUFFALO COUNTY","TOWN OF LINCOLN - BUFFALO COUNTY","06018","Town of Lincoln - Ward 1","WD-001","123"
"BUFFALO COUNTY","TOWN OF MAXVILLE - BUFFALO COUNTY","06020","Town of Maxville - Ward 1","WD-001","214"
"BUFFALO COUNTY","TOWN OF MILTON - BUFFALO COUNTY","06022","Town of Milton - Ward 1","WD-001","392"
"BUFFALO COUNTY","TOWN OF MODENA - BUFFALO COUNTY","06024","Town of Modena - Ward 1","WD-001","191"
"BUFFALO COUNTY","TOWN OF MONDOVI - BUFFALO COUNTY","06026","Town of Mondovi - Ward 1","WD-001","279"
"BUFFALO COUNTY","TOWN OF MONTANA - BUFFALO COUNTY","06028","Town of Montana - Ward 1","WD-001","166"
"BUFFALO COUNTY","TOWN OF NAPLES - BUFFALO COUNTY","06030","Town of Naples - Ward 1","WD-001","459"
"BUFFALO COUNTY","TOWN OF NELSON - BUFFALO COUNTY","06032","Town of Nelson - Ward 1","WD-001","365"
"BUFFALO COUNTY","TOWN OF WAUMANDEE - BUFFALO COUNTY","06034","Town of Waumandee - Ward 1","WD-001","338"
"BUFFALO COUNTY","VILLAGE OF COCHRANE - BUFFALO COUNTY","06111","Village of Cochrane - Ward 1","WD-001","258"
"BUFFALO COUNTY","VILLAGE OF NELSON - BUFFALO COUNTY","06154","Village of Nelson - Ward 1","WD-001","177"
"BUFFALO COUNTY","CITY OF ALMA - BUFFALO COUNTY","06201","City of Alma - Ward 1","WD-001","220"
"BUFFALO COUNTY","CITY OF ALMA - BUFFALO COUNTY","06201","City of Alma - Ward 2","WD-002","257"
