"County","Muni","HINDI","ward","WardCode","VoterCount"
"WASHINGTON COUNTY","TOWN OF WAYNE - WASHINGTON COUNTY","67024","Town of Wayne - Ward 1","WD-001","225"
"WASHINGTON COUNTY","TOWN OF WAYNE - WASHINGTON COUNTY","67024","Town of Wayne - Ward 2","WD-002","402"
"WASHINGTON COUNTY","TOWN OF WAYNE - WASHINGTON COUNTY","67024","Town of Wayne - Ward 3","WD-003","294"
"WASHINGTON COUNTY","TOWN OF WAYNE - WASHINGTON COUNTY","67024","Town Of Wayne - Ward 4","WD-004","653"
"WASHINGTON COUNTY","TOWN OF WEST BEND - WASHINGTON COUNTY","67026","Town of West Bend - Ward 1","WD-001","547"
"WASHINGTON COUNTY","TOWN OF WEST BEND - WASHINGTON COUNTY","67026","Town of West Bend - Ward 2","WD-002","642"
"WASHINGTON COUNTY","TOWN OF WEST BEND - WASHINGTON COUNTY","67026","Town of West Bend - Ward 3","WD-003","670"
"WASHINGTON COUNTY","TOWN OF WEST BEND - WASHINGTON COUNTY","67026","Town of West Bend - Ward 4","WD-004","499"
"WASHINGTON COUNTY","TOWN OF WEST BEND - WASHINGTON COUNTY","67026","Town of West Bend - Ward 5","WD-005","630"
"WASHINGTON COUNTY","TOWN OF WEST BEND - WASHINGTON COUNTY","67026","Town of West Bend - Ward 6","WD-006","497"
"WASHINGTON COUNTY","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","67131","Village of Germantown - Ward 1","WD-001","494"
"WASHINGTON COUNTY","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","67131","Village of Germantown - Ward 10","WD-010","1329"
"WASHINGTON COUNTY","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","67131","Village of Germantown - Ward 11","WD-011","845"
"WASHINGTON COUNTY","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","67131","Village of Germantown - Ward 12","WD-012","1508"
"WASHINGTON COUNTY","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","67131","Village of Germantown - Ward 13","WD-013","1326"
"WASHINGTON COUNTY","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","67131","Village of Germantown - Ward 14","WD-014","839"
"WASHINGTON COUNTY","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","67131","Village of Germantown - Ward 2","WD-002","1334"
"WASHINGTON COUNTY","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","67131","Village of Germantown - Ward 3","WD-003","527"
"WASHINGTON COUNTY","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","67131","Village of Germantown - Ward 4","WD-004","1207"
"WASHINGTON COUNTY","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","67131","Village of Germantown - Ward 5","WD-005","644"
"WASHINGTON COUNTY","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","67131","Village of Germantown - Ward 6","WD-006","518"
"WASHINGTON COUNTY","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","67131","Village of Germantown - Ward 7","WD-007","993"
"WASHINGTON COUNTY","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","67131","Village of Germantown - Ward 8","WD-008","1126"
"WASHINGTON COUNTY","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","67131","Village of Germantown - Ward 9","WD-009","1146"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village of Jackson - Ward 1","WD-001","3"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village of Jackson - Ward 10","WD-010","606"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village Of Jackson - Ward 11","WD-011","353"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village Of Jackson - Ward 14","WD-014","47"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village Of Jackson - Ward 15","WD-015","7"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village Of Jackson - Ward 16","WD-016","1"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village Of Jackson - Ward 17","WD-017","1"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village Of Jackson - Ward 18","WD-018","2"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village of Jackson - Ward 2","WD-002","528"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village of Jackson - Ward 3","WD-003","514"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village of Jackson - Ward 4","WD-004","521"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village of Jackson - Ward 5","WD-005","527"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village of Jackson - Ward 6","WD-006","332"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village of Jackson - Ward 7","WD-007","327"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village of Jackson - Ward 8","WD-008","615"
"WASHINGTON COUNTY","VILLAGE OF JACKSON - WASHINGTON COUNTY","67141","Village of Jackson - Ward 9","WD-009","640"
"WASHINGTON COUNTY","VILLAGE OF KEWASKUM - MULTIPLE COUNTIES","67142","Village of Kewaskum - Ward 1","WD-001","484"
"WASHINGTON COUNTY","VILLAGE OF KEWASKUM - MULTIPLE COUNTIES","67142","Village of Kewaskum - Ward 2","WD-002","517"
"WASHINGTON COUNTY","VILLAGE OF KEWASKUM - MULTIPLE COUNTIES","67142","Village of Kewaskum - Ward 3","WD-003","611"
"WASHINGTON COUNTY","VILLAGE OF KEWASKUM - MULTIPLE COUNTIES","67142","Village of Kewaskum - Ward 4","WD-004","391"
"WASHINGTON COUNTY","VILLAGE OF KEWASKUM - MULTIPLE COUNTIES","67142","Village of Kewaskum - Ward 5","WD-005","713"
"WASHINGTON COUNTY","VILLAGE OF NEWBURG - MULTIPLE COUNTIES","67161","Village of Newburg - Ward 1","WD-001","338"
"WASHINGTON COUNTY","VILLAGE OF NEWBURG - MULTIPLE COUNTIES","67161","Village of Newburg - Ward 2","WD-002","342"
"WASHINGTON COUNTY","VILLAGE OF RICHFIELD - WASHINGTON COUNTY","67166","Village of Richfield - Ward 1","WD-001","955"
"WASHINGTON COUNTY","VILLAGE OF RICHFIELD - WASHINGTON COUNTY","67166","Village of Richfield - Ward 2","WD-002","1113"
"WASHINGTON COUNTY","VILLAGE OF RICHFIELD - WASHINGTON COUNTY","67166","Village of Richfield - Ward 3","WD-003","1317"
"WASHINGTON COUNTY","VILLAGE OF RICHFIELD - WASHINGTON COUNTY","67166","Village of Richfield - Ward 4","WD-004","911"
"WASHINGTON COUNTY","VILLAGE OF RICHFIELD - WASHINGTON COUNTY","67166","Village of Richfield - Ward 5","WD-005","1030"
"WASHINGTON COUNTY","VILLAGE OF RICHFIELD - WASHINGTON COUNTY","67166","Village of Richfield - Ward 6","WD-006","1012"
"WASHINGTON COUNTY","VILLAGE OF RICHFIELD - WASHINGTON COUNTY","67166","Village of Richfield - Ward 7","WD-007","1279"
"WASHINGTON COUNTY","VILLAGE OF RICHFIELD - WASHINGTON COUNTY","67166","Village of Richfield - Ward 8","WD-008","616"
"WASHINGTON COUNTY","VILLAGE OF RICHFIELD - WASHINGTON COUNTY","67166","Village of Richfield - Ward 9","WD-009","621"
"WASHINGTON COUNTY","VILLAGE OF SLINGER - WASHINGTON COUNTY","67181","Village of Slinger - Ward 1","WD-001","396"
"WASHINGTON COUNTY","VILLAGE OF SLINGER - WASHINGTON COUNTY","67181","Village of Slinger - Ward 2","WD-002","295"
"WASHINGTON COUNTY","VILLAGE OF SLINGER - WASHINGTON COUNTY","67181","Village of Slinger - Ward 3","WD-003","518"
"WASHINGTON COUNTY","VILLAGE OF SLINGER - WASHINGTON COUNTY","67181","Village of Slinger - Ward 4","WD-004","597"
"WASHINGTON COUNTY","VILLAGE OF SLINGER - WASHINGTON COUNTY","67181","Village of Slinger - Ward 5","WD-005","401"
"WASHINGTON COUNTY","VILLAGE OF SLINGER - WASHINGTON COUNTY","67181","Village of Slinger - Ward 6","WD-006","501"
"WASHINGTON COUNTY","VILLAGE OF SLINGER - WASHINGTON COUNTY","67181","Village of Slinger - Ward 7","WD-007","471"
"WASHINGTON COUNTY","VILLAGE OF SLINGER - WASHINGTON COUNTY","67181","Village of Slinger - Ward 8","WD-008","562"
"WASHINGTON COUNTY","VILLAGE OF SLINGER - WASHINGTON COUNTY","67181","Village of Slinger - Ward 9","WD-009","276"
"WASHINGTON COUNTY","CITY OF HARTFORD - MULTIPLE COUNTIES","67236","City of Hartford - Ward 1","WD-001","947"
"WASHINGTON COUNTY","CITY OF HARTFORD - MULTIPLE COUNTIES","67236","City of Hartford - Ward 10","WD-010","659"
"WASHINGTON COUNTY","CITY OF HARTFORD - MULTIPLE COUNTIES","67236","City of Hartford - Ward 13","WD-013","1"
"WASHINGTON COUNTY","CITY OF HARTFORD - MULTIPLE COUNTIES","67236","City of Hartford - Ward 14","WD-014","7"
"WASHINGTON COUNTY","CITY OF HARTFORD - MULTIPLE COUNTIES","67236","City of Hartford - Ward 2","WD-002","1172"
"WASHINGTON COUNTY","CITY OF HARTFORD - MULTIPLE COUNTIES","67236","City of Hartford - Ward 3","WD-003","1034"
"WASHINGTON COUNTY","CITY OF HARTFORD - MULTIPLE COUNTIES","67236","City of Hartford - Ward 4","WD-004","581"
"WASHINGTON COUNTY","CITY OF HARTFORD - MULTIPLE COUNTIES","67236","City of Hartford - Ward 5","WD-005","1168"
"WASHINGTON COUNTY","CITY OF HARTFORD - MULTIPLE COUNTIES","67236","City of Hartford - Ward 6","WD-006","462"
"WASHINGTON COUNTY","CITY OF HARTFORD - MULTIPLE COUNTIES","67236","City of Hartford - Ward 7","WD-007","959"
"WASHINGTON COUNTY","CITY OF HARTFORD - MULTIPLE COUNTIES","67236","City of Hartford - Ward 8","WD-008","977"
"WASHINGTON COUNTY","CITY OF HARTFORD - MULTIPLE COUNTIES","67236","City of Hartford - Ward 9","WD-009","1245"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 1","WD-001","749"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 10","WD-010","1191"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 11","WD-011","493"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 12","WD-012","1034"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 13","WD-013","603"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 14","WD-014","941"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 16","WD-016","1009"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 17","WD-017","265"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 18","WD-018","1002"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 19","WD-019","989"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 2","WD-002","678"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 20","WD-020","1194"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 21","WD-021","1350"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 3","WD-003","972"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 4","WD-004","934"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 5","WD-005","1119"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 6","WD-006","874"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 7","WD-007","839"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 8","WD-008","753"
"WASHINGTON COUNTY","CITY OF WEST BEND - WASHINGTON COUNTY","67291","City of West Bend - Ward 9","WD-009","1051"
"WAUKESHA COUNTY","TOWN OF BROOKFIELD - WAUKESHA COUNTY","68002","Town of Brookfield - Ward 1","WD-001","590"
"WAUKESHA COUNTY","TOWN OF BROOKFIELD - WAUKESHA COUNTY","68002","Town of Brookfield - Ward 10","WD-010","358"
"WAUKESHA COUNTY","TOWN OF BROOKFIELD - WAUKESHA COUNTY","68002","Town Of Brookfield - Ward 11","WD-011","241"
"WAUKESHA COUNTY","TOWN OF BROOKFIELD - WAUKESHA COUNTY","68002","Town of Brookfield - Ward 2","WD-002","329"
"WAUKESHA COUNTY","TOWN OF BROOKFIELD - WAUKESHA COUNTY","68002","Town of Brookfield - Ward 3","WD-003","490"
"WAUKESHA COUNTY","TOWN OF BROOKFIELD - WAUKESHA COUNTY","68002","Town of Brookfield - Ward 4","WD-004","401"
"WAUKESHA COUNTY","TOWN OF BROOKFIELD - WAUKESHA COUNTY","68002","Town of Brookfield - Ward 5","WD-005","421"
"WAUKESHA COUNTY","TOWN OF BROOKFIELD - WAUKESHA COUNTY","68002","Town of Brookfield - Ward 6","WD-006","750"
"WAUKESHA COUNTY","TOWN OF BROOKFIELD - WAUKESHA COUNTY","68002","Town of Brookfield - Ward 7","WD-007","488"
"WAUKESHA COUNTY","TOWN OF BROOKFIELD - WAUKESHA COUNTY","68002","Town of Brookfield - Ward 8","WD-008","251"
"WAUKESHA COUNTY","TOWN OF BROOKFIELD - WAUKESHA COUNTY","68002","Town of Brookfield - Ward 9","WD-009","317"
"WAUKESHA COUNTY","TOWN OF DELAFIELD - WAUKESHA COUNTY","68004","Town of Delafield - Ward 1","WD-001","518"
"WAUKESHA COUNTY","TOWN OF DELAFIELD - WAUKESHA COUNTY","68004","Town of Delafield - Ward 10","WD-010","563"
"WAUKESHA COUNTY","TOWN OF DELAFIELD - WAUKESHA COUNTY","68004","Town of Delafield - Ward 11","WD-011","353"
"WAUKESHA COUNTY","TOWN OF DELAFIELD - WAUKESHA COUNTY","68004","Town of Delafield - Ward 2","WD-002","680"
"WAUKESHA COUNTY","TOWN OF DELAFIELD - WAUKESHA COUNTY","68004","Town of Delafield - Ward 3","WD-003","776"
"WAUKESHA COUNTY","TOWN OF DELAFIELD - WAUKESHA COUNTY","68004","Town of Delafield - Ward 4","WD-004","779"
"WAUKESHA COUNTY","TOWN OF DELAFIELD - WAUKESHA COUNTY","68004","Town of Delafield - Ward 5","WD-005","662"
"WAUKESHA COUNTY","TOWN OF DELAFIELD - WAUKESHA COUNTY","68004","Town of Delafield - Ward 6","WD-006","346"
"WAUKESHA COUNTY","TOWN OF DELAFIELD - WAUKESHA COUNTY","68004","Town of Delafield - Ward 7","WD-007","620"
"WAUKESHA COUNTY","TOWN OF DELAFIELD - WAUKESHA COUNTY","68004","Town of Delafield - Ward 8","WD-008","466"
"WAUKESHA COUNTY","TOWN OF DELAFIELD - WAUKESHA COUNTY","68004","Town of Delafield - Ward 9","WD-009","629"
"WAUKESHA COUNTY","TOWN OF EAGLE - WAUKESHA COUNTY","68006","Town of Eagle - Ward 1","WD-001","757"
"WAUKESHA COUNTY","TOWN OF EAGLE - WAUKESHA COUNTY","68006","Town of Eagle - Ward 2","WD-002","602"
"WAUKESHA COUNTY","TOWN OF EAGLE - WAUKESHA COUNTY","68006","Town of Eagle - Ward 3","WD-003","563"
"WAUKESHA COUNTY","TOWN OF EAGLE - WAUKESHA COUNTY","68006","Town of Eagle - Ward 4","WD-004","685"
"WAUKESHA COUNTY","TOWN OF GENESEE - WAUKESHA COUNTY","68008","Town of Genesee - Ward 1","WD-001","297"
"WAUKESHA COUNTY","TOWN OF GENESEE - WAUKESHA COUNTY","68008","Town of Genesee - Ward 10","WD-010","606"
"WAUKESHA COUNTY","TOWN OF GENESEE - WAUKESHA COUNTY","68008","Town of Genesee - Ward 2","WD-002","643"
"WAUKESHA COUNTY","TOWN OF GENESEE - WAUKESHA COUNTY","68008","Town of Genesee - Ward 3","WD-003","308"
"WAUKESHA COUNTY","TOWN OF GENESEE - WAUKESHA COUNTY","68008","Town of Genesee - Ward 4","WD-004","622"
"WAUKESHA COUNTY","TOWN OF GENESEE - WAUKESHA COUNTY","68008","Town of Genesee - Ward 5","WD-005","485"
"WAUKESHA COUNTY","TOWN OF GENESEE - WAUKESHA COUNTY","68008","Town of Genesee - Ward 6","WD-006","437"
"WAUKESHA COUNTY","TOWN OF GENESEE - WAUKESHA COUNTY","68008","Town of Genesee - Ward 7","WD-007","613"
"WAUKESHA COUNTY","TOWN OF GENESEE - WAUKESHA COUNTY","68008","Town of Genesee - Ward 8","WD-008","561"
"WAUKESHA COUNTY","TOWN OF GENESEE - WAUKESHA COUNTY","68008","Town of Genesee - Ward 9","WD-009","731"
"WAUKESHA COUNTY","TOWN OF MERTON - WAUKESHA COUNTY","68014","Town of Merton - Ward 1","WD-001","572"
"WAUKESHA COUNTY","TOWN OF MERTON - WAUKESHA COUNTY","68014","Town of Merton - Ward 10","WD-010","305"
"WAUKESHA COUNTY","TOWN OF MERTON - WAUKESHA COUNTY","68014","Town of Merton - Ward 11","WD-011","406"
"WAUKESHA COUNTY","TOWN OF MERTON - WAUKESHA COUNTY","68014","Town Of Merton - Ward 12","WD-012","3"
"WAUKESHA COUNTY","TOWN OF MERTON - WAUKESHA COUNTY","68014","Town of Merton - Ward 2","WD-002","693"
"WAUKESHA COUNTY","TOWN OF MERTON - WAUKESHA COUNTY","68014","Town of Merton - Ward 3","WD-003","584"
"WAUKESHA COUNTY","TOWN OF MERTON - WAUKESHA COUNTY","68014","Town of Merton - Ward 4","WD-004","609"
"WAUKESHA COUNTY","TOWN OF MERTON - WAUKESHA COUNTY","68014","Town of Merton - Ward 5","WD-005","732"
"WAUKESHA COUNTY","TOWN OF MERTON - WAUKESHA COUNTY","68014","Town of Merton - Ward 6","WD-006","508"
"WAUKESHA COUNTY","TOWN OF MERTON - WAUKESHA COUNTY","68014","Town of Merton - Ward 7","WD-007","503"
"WAUKESHA COUNTY","TOWN OF MERTON - WAUKESHA COUNTY","68014","Town of Merton - Ward 8","WD-008","660"
"WAUKESHA COUNTY","TOWN OF MERTON - WAUKESHA COUNTY","68014","Town of Merton - Ward 9","WD-009","588"
"WAUKESHA COUNTY","TOWN OF MUKWONAGO - WAUKESHA COUNTY","68016","Town of Mukwonago - Ward 1","WD-001","377"
"WAUKESHA COUNTY","TOWN OF MUKWONAGO - WAUKESHA COUNTY","68016","Town of Mukwonago - Ward 10","WD-010","670"
"WAUKESHA COUNTY","TOWN OF MUKWONAGO - WAUKESHA COUNTY","68016","Town of Mukwonago - Ward 11","WD-011","457"
"WAUKESHA COUNTY","TOWN OF MUKWONAGO - WAUKESHA COUNTY","68016","Town Of Mukwonago - Ward 12","WD-012","7"
"WAUKESHA COUNTY","TOWN OF MUKWONAGO - WAUKESHA COUNTY","68016","Town of Mukwonago - Ward 2","WD-002","535"
"WAUKESHA COUNTY","TOWN OF MUKWONAGO - WAUKESHA COUNTY","68016","Town of Mukwonago - Ward 3","WD-003","497"
"WAUKESHA COUNTY","TOWN OF MUKWONAGO - WAUKESHA COUNTY","68016","Town of Mukwonago - Ward 4","WD-004","518"
"WAUKESHA COUNTY","TOWN OF MUKWONAGO - WAUKESHA COUNTY","68016","Town of Mukwonago - Ward 5","WD-005","563"
"WAUKESHA COUNTY","TOWN OF MUKWONAGO - WAUKESHA COUNTY","68016","Town of Mukwonago - Ward 6","WD-006","665"
"WAUKESHA COUNTY","TOWN OF MUKWONAGO - WAUKESHA COUNTY","68016","Town of Mukwonago - Ward 7","WD-007","560"
"WAUKESHA COUNTY","TOWN OF MUKWONAGO - WAUKESHA COUNTY","68016","Town of Mukwonago - Ward 8","WD-008","417"
"WAUKESHA COUNTY","TOWN OF MUKWONAGO - WAUKESHA COUNTY","68016","Town of Mukwonago - Ward 9","WD-009","318"
"WAUKESHA COUNTY","TOWN OF OCONOMOWOC - WAUKESHA COUNTY","68022","Town of Oconomowoc - Ward 1","WD-001","616"
"WAUKESHA COUNTY","TOWN OF OCONOMOWOC - WAUKESHA COUNTY","68022","Town of Oconomowoc - Ward 10","WD-010","730"
"WAUKESHA COUNTY","TOWN OF OCONOMOWOC - WAUKESHA COUNTY","68022","Town Of Oconomowoc - Ward 11","WD-011","406"
"WAUKESHA COUNTY","TOWN OF OCONOMOWOC - WAUKESHA COUNTY","68022","Town of Oconomowoc - Ward 2","WD-002","406"
"WAUKESHA COUNTY","TOWN OF OCONOMOWOC - WAUKESHA COUNTY","68022","Town of Oconomowoc - Ward 3","WD-003","409"
"WAUKESHA COUNTY","TOWN OF OCONOMOWOC - WAUKESHA COUNTY","68022","Town of Oconomowoc - Ward 4","WD-004","719"
"WAUKESHA COUNTY","TOWN OF OCONOMOWOC - WAUKESHA COUNTY","68022","Town of Oconomowoc - Ward 5","WD-005","701"
"WAUKESHA COUNTY","TOWN OF OCONOMOWOC - WAUKESHA COUNTY","68022","Town of Oconomowoc - Ward 6","WD-006","635"
"WAUKESHA COUNTY","TOWN OF OCONOMOWOC - WAUKESHA COUNTY","68022","Town of Oconomowoc - Ward 7","WD-007","459"
"WAUKESHA COUNTY","TOWN OF OCONOMOWOC - WAUKESHA COUNTY","68022","Town of Oconomowoc - Ward 8","WD-008","821"
"WAUKESHA COUNTY","TOWN OF OCONOMOWOC - WAUKESHA COUNTY","68022","Town of Oconomowoc - Ward 9","WD-009","595"
"WAUKESHA COUNTY","TOWN OF OTTAWA - WAUKESHA COUNTY","68024","Town of Ottawa - Ward 1","WD-001","521"
"WAUKESHA COUNTY","TOWN OF OTTAWA - WAUKESHA COUNTY","68024","Town of Ottawa - Ward 2","WD-002","574"
"WAUKESHA COUNTY","TOWN OF OTTAWA - WAUKESHA COUNTY","68024","Town of Ottawa - Ward 3","WD-003","579"
"WAUKESHA COUNTY","TOWN OF OTTAWA - WAUKESHA COUNTY","68024","Town of Ottawa - Ward 4","WD-004","638"
"WAUKESHA COUNTY","TOWN OF OTTAWA - WAUKESHA COUNTY","68024","Town of Ottawa - Ward 5","WD-005","507"
"WAUKESHA COUNTY","VILLAGE OF BIG BEND - WAUKESHA COUNTY","68106","Village of Big Bend - Ward 1","WD-001","283"
"WAUKESHA COUNTY","VILLAGE OF BIG BEND - WAUKESHA COUNTY","68106","Village of Big Bend - Ward 2","WD-002","341"
"WAUKESHA COUNTY","VILLAGE OF BIG BEND - WAUKESHA COUNTY","68106","Village of Big Bend - Ward 3","WD-003","376"
"WAUKESHA COUNTY","VILLAGE OF BUTLER - WAUKESHA COUNTY","68107","Village of Butler - Ward 1","WD-001","339"
"WAUKESHA COUNTY","VILLAGE OF BUTLER - WAUKESHA COUNTY","68107","Village of Butler - Ward 2","WD-002","262"
"WAUKESHA COUNTY","VILLAGE OF BUTLER - WAUKESHA COUNTY","68107","Village of Butler - Ward 3","WD-003","387"
"WAUKESHA COUNTY","VILLAGE OF CHENEQUA - WAUKESHA COUNTY","68111","Village of Chenequa - Ward 1","WD-001","425"
"WAUKESHA COUNTY","VILLAGE OF DOUSMAN - WAUKESHA COUNTY","68116","Village of Dousman - Ward 1","WD-001","456"
"WAUKESHA COUNTY","VILLAGE OF DOUSMAN - WAUKESHA COUNTY","68116","Village of Dousman - Ward 2","WD-002","565"
"WAUKESHA COUNTY","VILLAGE OF DOUSMAN - WAUKESHA COUNTY","68116","Village of Dousman - Ward 3","WD-003","526"
"WAUKESHA COUNTY","VILLAGE OF DOUSMAN - WAUKESHA COUNTY","68116","Village Of Dousman - Ward 4","WD-004","3"
"WAUKESHA COUNTY","VILLAGE OF DOUSMAN - WAUKESHA COUNTY","68116","Village Of Dousman - Ward 6","WD-006","4"
"WAUKESHA COUNTY","VILLAGE OF EAGLE - WAUKESHA COUNTY","68121","Village of Eagle - Ward 1","WD-001","411"
"WAUKESHA COUNTY","VILLAGE OF EAGLE - WAUKESHA COUNTY","68121","Village of Eagle - Ward 2","WD-002","483"
"WAUKESHA COUNTY","VILLAGE OF EAGLE - WAUKESHA COUNTY","68121","Village Of Eagle - Ward 3","WD-003","618"
"WAUKESHA COUNTY","VILLAGE OF ELM GROVE - WAUKESHA COUNTY","68122","Village of Elm Grove - Ward 1","WD-001","639"
"WAUKESHA COUNTY","VILLAGE OF ELM GROVE - WAUKESHA COUNTY","68122","Village of Elm Grove - Ward 2","WD-002","621"
"WAUKESHA COUNTY","VILLAGE OF ELM GROVE - WAUKESHA COUNTY","68122","Village of Elm Grove - Ward 3","WD-003","628"
"WAUKESHA COUNTY","VILLAGE OF ELM GROVE - WAUKESHA COUNTY","68122","Village of Elm Grove - Ward 4","WD-004","740"
"WAUKESHA COUNTY","VILLAGE OF ELM GROVE - WAUKESHA COUNTY","68122","Village of Elm Grove - Ward 5","WD-005","206"
"WAUKESHA COUNTY","VILLAGE OF ELM GROVE - WAUKESHA COUNTY","68122","Village of Elm Grove - Ward 6","WD-006","573"
"WAUKESHA COUNTY","VILLAGE OF ELM GROVE - WAUKESHA COUNTY","68122","Village of Elm Grove - Ward 7","WD-007","650"
"WAUKESHA COUNTY","VILLAGE OF ELM GROVE - WAUKESHA COUNTY","68122","Village of Elm Grove - Ward 8","WD-008","623"
"WAUKESHA COUNTY","VILLAGE OF HARTLAND - WAUKESHA COUNTY","68136","Village of Hartland - Ward 1","WD-001","492"
"WAUKESHA COUNTY","VILLAGE OF HARTLAND - WAUKESHA COUNTY","68136","Village of Hartland - Ward 10","WD-010","529"
"WAUKESHA COUNTY","VILLAGE OF HARTLAND - WAUKESHA COUNTY","68136","Village of Hartland - Ward 11","WD-011","547"
"WAUKESHA COUNTY","VILLAGE OF HARTLAND - WAUKESHA COUNTY","68136","Village of Hartland - Ward 12","WD-012","355"
"WAUKESHA COUNTY","VILLAGE OF HARTLAND - WAUKESHA COUNTY","68136","Village of Hartland - Ward 13","WD-013","406"
"WAUKESHA COUNTY","VILLAGE OF HARTLAND - WAUKESHA COUNTY","68136","Village of Hartland - Ward 2","WD-002","394"
"WAUKESHA COUNTY","VILLAGE OF HARTLAND - WAUKESHA COUNTY","68136","Village of Hartland - Ward 3","WD-003","375"
"WAUKESHA COUNTY","VILLAGE OF HARTLAND - WAUKESHA COUNTY","68136","Village of Hartland - Ward 4","WD-004","488"
"WAUKESHA COUNTY","VILLAGE OF HARTLAND - WAUKESHA COUNTY","68136","Village of Hartland - Ward 5","WD-005","474"
"WAUKESHA COUNTY","VILLAGE OF HARTLAND - WAUKESHA COUNTY","68136","Village of Hartland - Ward 6","WD-006","646"
"WAUKESHA COUNTY","VILLAGE OF HARTLAND - WAUKESHA COUNTY","68136","Village of Hartland - Ward 7","WD-007","485"
"WAUKESHA COUNTY","VILLAGE OF HARTLAND - WAUKESHA COUNTY","68136","Village of Hartland - Ward 8","WD-008","601"
"WAUKESHA COUNTY","VILLAGE OF HARTLAND - WAUKESHA COUNTY","68136","Village of Hartland - Ward 9","WD-009","348"
